proposed_group_id,bcode,descr,evidence,confidence,hq_qtymin,hq_qtyoh2,syp_qtyoh2,notes
G003,32050396,,REMARKS on 32050058: ใช้ PC200รหัส 32050152 แทนได้; REMARKS on 32050152: ใช้ SK200 รหัส 32050058 แทนได้; REMARKS on 32050396: ใช้ PC200รหัส 32050152 แทนได้; REMARKS on 32050410: ใช้ PC200รหัส 32050152 แทนได้,med,0,?,?,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G003,32050410,โรลเลอร์,REMARKS on 32050058: ใช้ PC200รหัส 32050152 แทนได้; REMARKS on 32050152: ใช้ SK200 รหัส 32050058 แทนได้; REMARKS on 32050396: ใช้ PC200รหัส 32050152 แทนได้; REMARKS on 32050410: ใช้ PC200รหัส 32050152 แทนได้,med,2,7,?,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G014,02011258,คอยล์เย็น DEGA,REMARKS on 02011258: ราคา3ขายช่างเท่านั้น PACO 800.-12/63 52100-3062000 ใช้รหัส02011287แทน,high,0,1,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G014,02011287,คอยล์เย็น DEGA,REMARKS on 02011258: ราคา3ขายช่างเท่านั้น PACO 800.-12/63 52100-3062000 ใช้รหัส02011287แทน,high,0,?,?,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G024,05010871,ลูกหมากคันชัก สั้น นอก,REMARKS on 05020941: ใช้ตัวนี้แทน 05010871,high,1,4,2,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G024,05020941,ลูกหมากคันชัก สั้น,REMARKS on 05020941: ใช้ตัวนี้แทน 05010871,high,1,2,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G028,07011224,คอมแอร์,REMARKS on 07011224: ใช่รหัส07011364แทน,high,0,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G028,07011364,คอมแอร์,REMARKS on 07011224: ใช่รหัส07011364แทน,high,0,1,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G059,12053312,ข้อต่อวาวคอนโทรล,REMARKS on 12053312: เกลี่ยวไม่ดี ใช้ 33010545 แทน,high,2,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G059,33010545,ข้อต่อกลาง,REMARKS on 12053312: เกลี่ยวไม่ดี ใช้ 33010545 แทน,high,2,0,6,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G082,15012213,ลูกปืนคลัช 45x74x19mนูน,REMARKS on 15012213: PK 240.- TK45-4E /ใช้30050719แทนได้,high,1,2,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G082,30050719,ลูกปืนคลัช EF453T,REMARKS on 15012213: PK 240.- TK45-4E /ใช้30050719แทนได้,high,2,6,6,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G096,30050158,ซีลล้อหน้า-หลัง MU4902,REMARKS on 30050205: 33750-43532    ใช้รหัสนี้แทนได้ 30050158,high,1,0,6,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G096,30050205,ซีลล้อหลังคูโบต้า MU4902,REMARKS on 30050205: 33750-43532    ใช้รหัสนี้แทนได้ 30050158,high,2,3,2,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G099,30050216,"เก้าอี้รถเกี่ยวคูโบต้า รุ่น L, รุ่น M","REMARKS on 30050216: ใช้ 30053032 แทน 20แถม2 ราคาทุนไม่หักแถม 1,400.-",high,4,15,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G099,30053032,"เก้าอี้ คูโบต้า รุ่น L, รุ่น M","REMARKS on 30050216: ใช้ 30053032 แทน 20แถม2 ราคาทุนไม่หักแถม 1,400.-",high,6,14,?,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G102,30050555,ชุดยางกระบอกไฮฯ KBT,REMARKS on 30050555: ใช้รหัส30052345แทน,high,0,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G102,30052345,ชุดยางกระบอกไฮฯ KBT,REMARKS on 30050555: ใช้รหัส30052345แทน,high,1,2,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G104,30050604,วาวไอดี KBT,REMARKS on 30051211: ใช้รัสแทน 30050604,high,2,5,3,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G104,30051211,วาวไอดี KBT (หัวโต37.5xยาว101.5),REMARKS on 30051211: ใช้รัสแทน 30050604,high,3,6,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G107,30050833,ซีลล้อหน้า,"REMARKS on 30051632: 3C095-43780    ใช้แทน 30050833  M8540,M9540",high,5,17,2,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G107,30051632,ซีลล้อหน้า,"REMARKS on 30051632: 3C095-43780    ใช้แทน 30050833  M8540,M9540",high,2,5,2,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G118,30052106,ปะเก็นฝาสูบเหล็ก หนา1.3มิล,REMARKS on 30052106: ใช้แทน 30052107; REMARKS on 30052107: ของหมด ใช้รหัส 30052106 แทน,high,1,3,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G118,30052107,ปะเก็นฝาสูบเหล็ก หนา1.35มิล,REMARKS on 30052106: ใช้แทน 30052107; REMARKS on 30052107: ของหมด ใช้รหัส 30052106 แทน,high,2,0,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G122,31050867,ไส้กรองไฮ (เหล็ก) ก1.5,REMARKS on 31050867: ใช้รหัส 31050984 นี้แทนครับ,high,1,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G122,31050984,ไส้กรองไฮ (เหล็ก) ก1.5,REMARKS on 31050867: ใช้รหัส 31050984 นี้แทนครับ,high,1,2,1,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G023,04050497,ไดชาร์ท 24V 35A (ปั้มใหญ่),REMARKS on 04050695: หมด ใช้รหัส 04050497 แทน (ต่างกันตรงขนาดปั้ม),high,0,1,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G023,04050695,ไดชาร์ท 24V (ปั้มเล็ก),REMARKS on 04050695: หมด ใช้รหัส 04050497 แทน (ต่างกันตรงขนาดปั้ม),high,0,0,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G068,13012786,ไฟสปอตไลท์ LED,REMARKS on 13012786: ใช้ 13018297 แทน,high,1,2,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G068,13018297,"ไฟสปอร์ตไลท์ กลม 3""",REMARKS on 13012786: ใช้ 13018297 แทน,high,3,4,0,From ICMAS.REMARKS strong peer phrasing (HQ mirror).
G134,02010676,ซีลล้อหลังใน,same PCODE=1096253500 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G134,02015580,ซีลล้อหลัง ใน,same PCODE=1096253500 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,1,3,1,PCODE twin/cluster — confirm not packaging variants before approve.
G134,02020020,ซีลล้อหลัง ใน,same PCODE=1096253500 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G134,02050190,ซีลล้อหลังใน    แพง,same PCODE=1096253500 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G134,02050279,ซีลล้อหลังใน,same PCODE=1096253500 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G134,80010327,SEAL OIL,same PCODE=1096253500 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G135,09011433,ปะเก็นฝาสูบ,same PCODE=111152190 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G135,09016500,ปะเก็นฝาสูบ,same PCODE=111152190 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G135,09016501,ปะเก็นฝาสูบเหล็ก 124-2m,same PCODE=111152190 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G135,09021670,ปะเก็นฝาสูบ,same PCODE=111152190 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G135,09051853,ปะเก็นฝาสูบ เหล็ก124-2m,same PCODE=111152190 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G135,09054540,ปะเก็นฝาสูบ 2m,same PCODE=111152190 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G136,12010437,"ยางนอกล้อหน้า ขอบ24"" ก้างปลา14บั้ง","same PCODE=12.4-24"" (6 distinct BCODEs); at least one HQ QTYMIN<0",med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G136,12010448,"ยางนอกล้อหน้า ขอบ24""ก้างปลา15บั้ง","same PCODE=12.4-24"" (6 distinct BCODEs); at least one HQ QTYMIN<0",med,2,4,0,PCODE twin/cluster — confirm not packaging variants before approve.
G136,12010549,"ยางนอกล้อหน้า ขอบ24"" ก้างปลา14บั้ง","same PCODE=12.4-24"" (6 distinct BCODEs); at least one HQ QTYMIN<0",med,1,2,0,PCODE twin/cluster — confirm not packaging variants before approve.
G136,12010734,"ยางนอกล้อหน้า ขอบ24"" ก้างปลา14บั้ง","same PCODE=12.4-24"" (6 distinct BCODEs); at least one HQ QTYMIN<0",med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G136,30010204,"ยางนอกล้อหลัง ขอบ24"" ก้างปลา","same PCODE=12.4-24"" (6 distinct BCODEs); at least one HQ QTYMIN<0",med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G136,30010479,"ยางนอกล้อหลัง ขอบ24"" ก้างปลา","same PCODE=12.4-24"" (6 distinct BCODEs); at least one HQ QTYMIN<0",med,1,2,0,PCODE twin/cluster — confirm not packaging variants before approve.
G137,15010200,ลูกปืนล้อหลัง นอก,same PCODE=32215 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G137,15050311,ลูกปืน,same PCODE=32215 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G137,15050425,ลูกปืน,same PCODE=32215 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G137,15050673,ลูกปืน,same PCODE=32215 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G137,15050745,ลูกปืน,same PCODE=32215 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G137,15050782,ลูกปืน,same PCODE=32215 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,5,16,3,PCODE twin/cluster — confirm not packaging variants before approve.
G138,08011547,ลูกหมากปีกนกบน,same PCODE=4331009015 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G138,08051808,ลูกหมากปีกนกบน,same PCODE=4331009015 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G138,08054523,ลูกหมากปีกนกบน,same PCODE=4331009015 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,2,2,2,PCODE twin/cluster — confirm not packaging variants before approve.
G138,08054526,ลูกหมากปีกนกบน,same PCODE=4331009015 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G138,08056510,ลูกหมากปีกนกบน,same PCODE=4331009015 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,2,2,2,PCODE twin/cluster — confirm not packaging variants before approve.
G138,08056772,ลูกหมากปีกนกบน,same PCODE=4331009015 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,2,4,?,PCODE twin/cluster — confirm not packaging variants before approve.
G139,13010832,หม้อลมเบรคติดปั้ม 1.5ชั้น,same PCODE=6-8cm (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G139,13011971,หม้อลมเบรค+แม้ปั้ม 1.5 ตอน,same PCODE=6-8cm (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G139,13015221,หม้อลมเบรค+แม่ปั้ม1.5ตอน,same PCODE=6-8cm (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G139,13034311,หม้อลมเบรค+แม่ปั้ม6-8cm.,same PCODE=6-8cm (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G139,13034313,หม้อลมเบรค1.5ตอน,same PCODE=6-8cm (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G139,13034315,หม้อลมเบรค+แม่ปั้ม1.5ตอน,same PCODE=6-8cm (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G140,12050611,ยอยกากบาทเพลาหน้าคาราโร่,same PCODE=81874740 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G140,12051904,ยอยกากบาทเพลาหน้าคาราโร่,same PCODE=81874740 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G140,12052146,ยอยกากบาทเพลาหน้าคาราโร่,same PCODE=81874740 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,2,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G140,12052331,ยอยกากบาทเพลาหน้าคาราโร่,same PCODE=81874740 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,4,7,3,PCODE twin/cluster — confirm not packaging variants before approve.
G140,12052954,ยอยกากบาทเพลาหน้าคาราโร่,same PCODE=81874740 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,2,11,2,PCODE twin/cluster — confirm not packaging variants before approve.
G140,12053712,ยอยกากบาทเพลาหน้าคาราโร่,same PCODE=81874740 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G141,12052166,"จานคลัช 13"" ไม่มีสปริง",same PCODE=89973973 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G141,12053122,"จานคลัช 13"" ไม่มีสปริง",same PCODE=89973973 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G141,12053285,"จานคลัช 13"" 10Tx45mm.",same PCODE=89973973 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,1,5,1,PCODE twin/cluster — confirm not packaging variants before approve.
G141,12053384,"จานคลัช 13"" ไม่มีสปริง",same PCODE=89973973 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G141,12053977,"จานคลัช 13"" ไม่มีสปริง",same PCODE=89973973 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,?,PCODE twin/cluster — confirm not packaging variants before approve.
G141,12054175,"จานคลัช 13"" 10Tx45mm.",same PCODE=89973973 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,2,?,?,PCODE twin/cluster — confirm not packaging variants before approve.
G142,29011138,ฝาครอบไฟท้าย ชุบ,same PCODE=ALMERA (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G142,29011140,กันสาดประตู,same PCODE=ALMERA (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G142,29011596,ครอบฝาถังน้ำมัน ชุบขอบหยัก,same PCODE=ALMERA (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G142,29011599,ฝาครอบไฟหน้า ชุบ,same PCODE=ALMERA (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G142,29011600,ฝาครอบมือเปิดฝาท้าย,same PCODE=ALMERA (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G142,29011743,ครอบฝาถังน้ำมัน ชุบ,same PCODE=ALMERA (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G143,12050849,ซีลล้อหลัง O'SIZE,same PCODE=C5NN4969E (6 distinct BCODEs); at least one HQ QTYMIN<0,med,4,9,2,PCODE twin/cluster — confirm not packaging variants before approve.
G143,12051517,ซีลล้อหลัง ขอบยาง,same PCODE=C5NN4969E (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G143,12052102,ซีลล้อหลัง เดิม,same PCODE=C5NN4969E (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G143,12053217,ซีลล้อหลัง เดิม ขอบยาง,same PCODE=C5NN4969E (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G143,12053726,ซีลล้อหลัง เดิม ขอบยาง,same PCODE=C5NN4969E (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G143,12053803,ซีลล้อหลัง เดิม ขอบยาง,same PCODE=C5NN4969E (6 distinct BCODEs); at least one HQ QTYMIN<0,med,2,4,0,PCODE twin/cluster — confirm not packaging variants before approve.
G144,11010529,ไส้กรองอากาศ ก. คาบิว,same PCODE=MD603800 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G144,11012910,ไส้กรองอากาศ ก. คาบิว,same PCODE=MD603800 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G144,11015500,ไส้กรองอากาศ ก. คาบิว,same PCODE=MD603800 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G144,11050432,ไส้กรองอากาศ ก. คาบิว,same PCODE=MD603800 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G144,11051708,ไส้กรองอากาศ กลม,same PCODE=MD603800 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G144,11052183,ไส้กรองอากาศ กลม,same PCODE=MD603800 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,1,0,PCODE twin/cluster — confirm not packaging variants before approve.
G145,05010741,แหนบหลัง หู,same PCODE=MR353453 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,0,2,0,PCODE twin/cluster — confirm not packaging variants before approve.
G145,05010771,แหนบหลัง,same PCODE=MR353453 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,2,0,PCODE twin/cluster — confirm not packaging variants before approve.
G145,11011494,แหนบหลัง ตัวที่ 2,same PCODE=MR353453 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,1,3,0,PCODE twin/cluster — confirm not packaging variants before approve.
G145,11051914,แหนบหลัง ทั้งตับ,same PCODE=MR353453 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,2,0,PCODE twin/cluster — confirm not packaging variants before approve.
G145,11051922,แหนบหลัง รัด,same PCODE=MR353453 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,3,0,PCODE twin/cluster — confirm not packaging variants before approve.
G145,11051923,แหนบหลัง หู,same PCODE=MR353453 (6 distinct BCODEs); at least one HQ QTYMIN<0,med,0,1,0,PCODE twin/cluster — confirm not packaging variants before approve.
G146,09010035,ปะเก็นชุดใหญ่,same PCODE=040100415 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G146,09010102,ปะเก็นชุดใหญ่ ฝาTOP,same PCODE=040100415 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G146,09011153,ปะเก็นชุดใหญ่ ไม่ฝา-ไม่ซีล,same PCODE=040100415 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G146,09011438,ปะเก็นชุดใหญ่,same PCODE=040100415 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G146,80010235,GASKET KIT ENGINE OVERHAUL,same PCODE=040100415 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G147,08055518,สวิทตูดปั้ม (SCV วาว),same PCODE=042260L010 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G147,08055657,สวิทตูดปั้ม SCV,same PCODE=042260L010 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,0,1,1,PCODE twin/cluster — confirm not packaging variants before approve.
G147,08055789,สวิทตูดปั้ม (SCV วาว),same PCODE=042260L010 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G147,13010356,สวิทตูดปั้ม 20-30ย.50m+ปลอก+รอง,same PCODE=042260L010 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G147,13050290,สวิทตูดปั้ม 19-33ย.50 KDH222,same PCODE=042260L010 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G148,08055656,สวิทตูดปั้ม SCV,same PCODE=042260L020 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G148,08056691,สวิทตูดปั้ม SCV,same PCODE=042260L020 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,0,?,0,PCODE twin/cluster — confirm not packaging variants before approve.
G148,13050289,สวิทตูดปั้ม 20-30ย.50,same PCODE=042260L020 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G148,13050351,สวิทตูดปั้ม 20-30ย.50m,same PCODE=042260L020 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G148,13050352,สวิทตูดปั้ม 20-30ย.50m,same PCODE=042260L020 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G149,08010768,ยางดิสเบรคหน้า,same PCODE=0447940010 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G149,08011085,ยางดิสเบรคหน้า,same PCODE=0447940010 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G149,08011190,ยางดิสเบรคหน้า 62m,same PCODE=0447940010 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G149,08014768,ยางดิสเบรคหน้า 62m,same PCODE=0447940010 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,2,4,2,PCODE twin/cluster — confirm not packaging variants before approve.
G149,08054686,ยางดิสเบรคหน้า 62m,same PCODE=0447940010 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G150,02011128,แหวนลูกสูบ* ร่องล.102m,same PCODE=1121211180 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G150,02017930,แหวนลูกสูบ ร่องล.102m,same PCODE=1121211180 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G150,02051370,แหวนลูกสูบร่องล.102m 2.5-3-5m,same PCODE=1121211180 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G150,04050480,แหวนลูกสูบ ร่องเหล็ก 102m,same PCODE=1121211180 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G150,04051750,แหวนลูกสูบ ร่องล.102m,same PCODE=1121211180 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,1,0,PCODE twin/cluster — confirm not packaging variants before approve.
G151,30050595,ชาพก้าน STD,same PCODE=17311-22310 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G151,30051721,ชาพก้าน 020,same PCODE=17311-22310 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,2,0,PCODE twin/cluster — confirm not packaging variants before approve.
G151,30052401,ชาพก้าน 030,same PCODE=17311-22310 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,2,6,0,PCODE twin/cluster — confirm not packaging variants before approve.
G151,30052402,ชาพก้าน 040,same PCODE=17311-22310 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,2,4,0,PCODE twin/cluster — confirm not packaging variants before approve.
G151,30052531,ชาพก้าน STD,same PCODE=17311-22310 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,5,12,4,PCODE twin/cluster — confirm not packaging variants before approve.
G152,05010843,สายคันเร่งอย่างดี,same PCODE=1820187G00 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,1,2,1,PCODE twin/cluster — confirm not packaging variants before approve.
G152,05011748,สายคันเร่งอย่างดี,same PCODE=1820187G00 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,1,0,PCODE twin/cluster — confirm not packaging variants before approve.
G152,05011807,สายคันเร่งอย่างดี,same PCODE=1820187G00 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,0,1,1,PCODE twin/cluster — confirm not packaging variants before approve.
G152,05017860,สายคันเร่ง 122ซม.,same PCODE=1820187G00 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G152,05052170,สายคันเร่ง,same PCODE=1820187G00 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G153,31050119,แชมเปอร์วาวไฮ,same PCODE=1868435M3 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
G153,31050221,แชมเปอร์วาวไฮ+วาว,same PCODE=1868435M3 (5 distinct BCODEs); at least one HQ QTYMIN<0,med,-1,0,0,PCODE twin/cluster — confirm not packaging variants before approve.
